order_id,customer_id,channel,order_date,total_amount,status
O005612,C02563,販売代理店,2024-04-14,92700,完了
O005613,C00370,直営店,2024-11-18,462000,完了
O005614,C01118,直営店,2024-04-03,215800,完了
O005615,C04796,直営店,2023-03-07,306900,キャンセル
O005616,C03973,販売代理店,2024-04-17,343300,完了
O005617,C00046,ECサイト,2023-08-06,172000,完了
O005618,C01796,ECサイト,2023-04-02,528700,完了
O005619,C01807,直営店,2024-04-03,157000,完了
O005620,C01170,販売代理店,2023-12-31,32000,完了
O005621,C00061,直営店,2023-01-19,144500,完了
O005622,C00103,ECサイト,2023-05-31,369200,完了
O005623,C01920,直営店,2022-04-26,410400,完了
O005624,C01878,販売代理店,2023-12-04,268600,完了
O005625,C04223,販売代理店,2022-08-31,29200,キャンセル
O005626,C01176,ECサイト,2023-05-06,481900,完了
O005627,C01759,販売代理店,2024-05-04,296100,完了
O005628,C01039,ECサイト,2023-06-28,382400,完了
O005629,C02809,販売代理店,2023-07-05,156900,完了
O005630,C01356,直営店,2022-11-06,60200,完了
O005631,C04132,ECサイト,2024-07-26,201700,完了
O005632,C03999,販売代理店,2025-01-18,161800,完了
O005633,C04075,直営店,2024-11-17,92000,完了
O005634,C01182,ECサイト,2023-08-04,186000,完了
O005635,C02877,ECサイト,2022-05-19,132500,完了
O005636,C02639,ECサイト,2023-03-12,257800,完了
O005637,C03796,ECサイト,2022-05-20,459700,完了
O005638,C01120,販売代理店,2024-06-07,79000,完了
O005639,C00872,販売代理店,2022-04-21,178000,完了
O005640,C03708,ECサイト,2024-11-01,155700,完了
O005641,C01560,直営店,2022-06-26,187700,完了
O005642,C03062,直営店,2023-05-03,183800,完了
O005643,C00435,ECサイト,2022-06-10,95400,完了
O005644,C04346,直営店,2022-10-24,206600,完了
O005645,C00408,直営店,2024-12-29,267000,完了
O005646,C04942,直営店,2023-04-29,204500,完了
O005647,C02441,直営店,2025-01-03,345000,完了
O005648,C02291,ECサイト,2023-06-06,381600,完了
O005649,C03415,直営店,2022-07-10,374000,完了
O005650,C00536,販売代理店,2023-10-29,268900,完了
O005651,C02857,販売代理店,2023-09-22,79000,完了
O005652,C03986,ECサイト,2022-12-07,37000,完了
O005653,C02799,直営店,2024-11-26,405300,キャンセル
O005654,C01128,ECサイト,2022-08-31,343900,完了
O005655,C01809,直営店,2025-03-21,243700,完了
O005656,C01676,販売代理店,2023-09-21,360800,完了
O005657,C03147,直営店,2023-09-17,554600,完了
O005658,C01739,ECサイト,2024-10-27,261100,完了
O005659,C03741,販売代理店,2022-10-07,367900,完了
O005660,C04462,ECサイト,2024-11-25,273000,完了
O005661,C01904,販売代理店,2025-02-17,273500,完了
O005662,C03049,直営店,2022-09-30,108300,完了
O005663,C04579,ECサイト,2023-06-12,63000,完了
O005664,C00801,直営店,2022-08-02,146100,完了
O005665,C04893,直営店,2022-04-12,418700,処理中
O005666,C03394,ECサイト,2024-09-02,32000,完了
O005667,C01186,直営店,2024-06-14,107100,処理中
O005668,C03549,直営店,2024-03-09,233400,処理中
O005669,C01501,ECサイト,2025-01-04,256000,完了
O005670,C00208,販売代理店,2023-07-04,122500,完了
O005671,C04906,直営店,2024-12-24,174100,完了
O005672,C03640,直営店,2024-02-12,525700,完了
O005673,C01093,ECサイト,2022-09-03,338700,完了
O005674,C04105,販売代理店,2024-08-12,103600,完了
O005675,C03357,販売代理店,2024-02-09,76600,完了
O005676,C00236,直営店,2024-04-02,326100,処理中
O005677,C00204,販売代理店,2023-07-17,309300,処理中
O005678,C01481,直営店,2024-05-23,288400,完了
O005679,C01524,販売代理店,2024-01-03,146700,完了
O005680,C02113,販売代理店,2023-04-29,367200,完了
O005681,C02698,販売代理店,2023-12-26,521800,完了
O005682,C04932,ECサイト,2024-07-15,332100,完了
O005683,C01570,販売代理店,2024-09-26,289800,キャンセル
O005684,C01937,直営店,2024-02-14,147500,完了
O005685,C03396,販売代理店,2024-03-31,501600,完了
O005686,C04055,直営店,2024-03-21,204400,完了
O005687,C04428,販売代理店,2024-08-31,217200,完了
O005688,C01166,販売代理店,2023-07-02,290900,完了
O005689,C04154,販売代理店,2023-09-02,240000,完了
O005690,C01884,販売代理店,2025-03-11,351500,完了
O005691,C00741,ECサイト,2022-05-31,243900,完了
O005692,C02465,直営店,2024-10-14,127100,完了
O005693,C04519,ECサイト,2025-03-23,364000,完了
O005694,C01877,ECサイト,2023-05-23,100500,キャンセル
O005695,C03588,販売代理店,2022-08-17,379300,完了
O005696,C00893,ECサイト,2023-01-21,107600,キャンセル
O005697,C00707,直営店,2025-02-02,276500,完了
O005698,C02071,ECサイト,2025-01-25,347800,完了
O005699,C00307,直営店,2022-10-13,454700,完了
O005700,C00457,ECサイト,2022-04-30,328100,完了
O005701,C00046,販売代理店,2022-09-20,156800,処理中
O005702,C01185,直営店,2022-08-17,132900,完了
O005703,C00341,直営店,2024-02-16,183900,完了
O005704,C04128,ECサイト,2024-02-22,315000,完了
O005705,C01196,販売代理店,2024-08-26,285500,完了
O005706,C00325,販売代理店,2023-12-04,290400,処理中
O005707,C03212,販売代理店,2024-08-12,447900,完了
O005708,C01738,直営店,2022-09-17,142100,完了
O005709,C03201,ECサイト,2023-01-23,352000,完了
O005710,C00596,直営店,2025-02-07,72700,処理中
O005711,C00071,ECサイト,2023-11-09,154500,完了
O005712,C02077,ECサイト,2023-03-30,200400,完了
O005713,C02647,ECサイト,2025-03-09,101300,完了
O005714,C04748,販売代理店,2025-02-27,337000,完了
O005715,C03180,販売代理店,2024-07-08,90600,完了
O005716,C04884,ECサイト,2024-02-23,29400,完了
O005717,C04072,ECサイト,2024-11-24,16000,完了
O005718,C02702,直営店,2023-10-19,568600,完了
O005719,C04738,直営店,2023-02-13,341400,完了
O005720,C03062,直営店,2024-04-23,212800,処理中
O005721,C00143,ECサイト,2024-01-17,303600,完了
O005722,C00724,販売代理店,2022-12-04,260800,完了
O005723,C02447,ECサイト,2024-11-10,22400,完了
O005724,C03186,販売代理店,2023-12-27,38800,完了
O005725,C02022,ECサイト,2025-03-16,381400,完了
O005726,C00086,ECサイト,2023-02-11,165200,完了
O005727,C00075,ECサイト,2023-10-07,35700,完了
O005728,C00618,ECサイト,2022-07-09,319500,完了
O005729,C02762,ECサイト,2024-09-22,18100,完了
O005730,C02059,直営店,2024-06-26,236600,完了
O005731,C03506,ECサイト,2023-12-30,322400,完了
O005732,C00285,販売代理店,2024-08-30,88200,完了
O005733,C01562,直営店,2025-02-17,287200,キャンセル
O005734,C04221,ECサイト,2022-10-11,37500,キャンセル
O005735,C03903,販売代理店,2025-03-16,263800,完了
O005736,C02296,直営店,2023-12-27,26400,完了
O005737,C01948,直営店,2023-03-31,191800,完了
O005738,C02500,販売代理店,2023-03-21,357000,完了
O005739,C04952,直営店,2024-08-22,37700,完了
O005740,C03223,直営店,2022-06-02,329300,完了
O005741,C03039,直営店,2024-12-02,201100,処理中
O005742,C01636,ECサイト,2023-01-02,233600,処理中
O005743,C00683,販売代理店,2024-02-12,277200,完了
O005744,C00890,ECサイト,2025-01-16,456400,完了
O005745,C03309,ECサイト,2022-08-24,26700,完了
O005746,C02504,ECサイト,2023-09-12,367700,キャンセル
O005747,C04333,直営店,2023-07-10,528100,完了
O005748,C01520,ECサイト,2023-04-02,121800,完了
O005749,C00591,直営店,2023-10-10,191800,完了
O005750,C01307,ECサイト,2023-04-18,423500,完了
O005751,C03335,販売代理店,2025-01-17,219200,完了
O005752,C00088,ECサイト,2023-06-22,547200,処理中
O005753,C00248,ECサイト,2022-05-15,150000,キャンセル
O005754,C04387,販売代理店,2023-10-29,267900,完了
O005755,C02907,直営店,2022-10-22,396400,完了
O005756,C03444,販売代理店,2022-07-27,72200,完了
O005757,C01582,ECサイト,2022-09-15,173400,完了
O005758,C02000,販売代理店,2024-02-07,52500,完了
O005759,C01653,ECサイト,2022-12-23,57100,完了
O005760,C02552,ECサイト,2022-08-09,397800,完了
O005761,C00321,直営店,2024-01-17,328300,完了
O005762,C03338,直営店,2024-02-11,457300,完了
O005763,C01336,直営店,2023-05-15,240000,処理中
O005764,C01317,販売代理店,2024-02-28,195800,完了
O005765,C02867,ECサイト,2024-02-10,405000,キャンセル
O005766,C03146,直営店,2023-09-07,82000,完了
O005767,C04569,直営店,2023-06-29,301700,完了
O005768,C01874,直営店,2023-08-06,155100,完了
O005769,C02795,ECサイト,2025-03-06,71400,完了
O005770,C02869,ECサイト,2022-10-29,14700,完了
O005771,C04885,ECサイト,2023-12-22,181600,完了
O005772,C04190,ECサイト,2022-11-05,275900,完了
O005773,C03860,直営店,2022-04-29,179100,完了
O005774,C01097,ECサイト,2022-08-17,128100,完了
O005775,C04790,ECサイト,2023-06-13,204600,完了
O005776,C02575,販売代理店,2023-12-29,250200,完了
O005777,C03210,販売代理店,2024-02-07,361800,完了
O005778,C01614,販売代理店,2022-10-27,445800,キャンセル
O005779,C01074,販売代理店,2023-04-24,232800,完了
O005780,C03299,直営店,2024-10-02,68500,完了
O005781,C04934,ECサイト,2023-02-14,601200,完了
O005782,C00896,販売代理店,2023-08-26,89600,完了
O005783,C02920,直営店,2023-08-22,286800,完了
O005784,C03434,直営店,2024-04-14,53700,完了
O005785,C00286,販売代理店,2023-11-11,440600,完了
O005786,C03727,販売代理店,2023-12-23,223600,完了
O005787,C01704,ECサイト,2023-05-08,237700,完了
O005788,C03527,ECサイト,2024-04-13,408900,完了
O005789,C03840,直営店,2022-07-09,357700,完了
O005790,C03168,直営店,2022-10-04,11200,完了
O005791,C00010,ECサイト,2024-09-30,286700,完了
O005792,C02686,ECサイト,2023-11-11,339800,完了
O005793,C02839,販売代理店,2023-01-09,336000,完了
O005794,C00680,販売代理店,2024-06-09,143500,完了
O005795,C01180,直営店,2022-11-04,603600,完了
O005796,C00226,販売代理店,2024-01-31,424300,完了
O005797,C01203,直営店,2024-12-31,279700,完了
O005798,C00787,ECサイト,2024-05-21,285900,完了
O005799,C01369,直営店,2024-11-30,111300,処理中
O005800,C00516,販売代理店,2023-05-04,6900,完了
O005801,C02978,直営店,2022-12-18,114800,キャンセル
O005802,C03249,直営店,2023-08-27,512700,完了
O005803,C01701,ECサイト,2024-09-21,122400,完了
O005804,C03023,ECサイト,2022-07-17,233900,完了
O005805,C03060,直営店,2024-08-23,211100,完了
O005806,C04115,販売代理店,2023-10-06,299300,完了
O005807,C00938,販売代理店,2023-11-22,175300,完了
O005808,C03234,販売代理店,2024-04-29,64800,キャンセル
O005809,C00081,ECサイト,2023-02-22,75600,完了
O005810,C04799,直営店,2024-03-23,105800,完了
O005811,C04505,ECサイト,2024-08-17,209700,キャンセル
O005812,C01283,販売代理店,2023-09-25,202300,完了
O005813,C01023,直営店,2025-02-25,301500,完了
O005814,C00225,販売代理店,2022-06-29,118200,完了
O005815,C04841,ECサイト,2022-05-05,215100,完了
O005816,C02855,ECサイト,2024-08-20,29200,完了
O005817,C01447,直営店,2025-03-13,370700,完了
O005818,C00632,販売代理店,2023-11-27,598700,完了
O005819,C00910,直営店,2024-06-24,271000,完了
O005820,C03804,直営店,2024-12-08,573300,完了
O005821,C01531,ECサイト,2024-12-05,395900,完了
O005822,C01175,直営店,2023-03-10,134500,完了
O005823,C00585,ECサイト,2024-05-18,353400,完了
O005824,C00650,直営店,2024-07-30,179300,完了
O005825,C04741,直営店,2024-10-12,92000,完了
O005826,C04391,ECサイト,2023-05-28,118800,完了
O005827,C01883,直営店,2023-11-19,175600,完了
O005828,C01169,販売代理店,2023-04-09,299500,完了
O005829,C01904,販売代理店,2023-07-22,282700,完了
O005830,C03498,ECサイト,2022-11-07,366500,完了
O005831,C02015,販売代理店,2023-09-01,32400,完了
O005832,C02527,直営店,2022-08-18,379500,完了
O005833,C02071,ECサイト,2022-11-17,164100,処理中
O005834,C01436,ECサイト,2023-12-29,263900,完了
O005835,C00012,販売代理店,2023-01-26,292100,完了
O005836,C02355,販売代理店,2022-05-24,60000,完了
O005837,C01104,ECサイト,2024-10-05,221400,完了
O005838,C03020,直営店,2022-12-08,210000,完了
O005839,C00936,販売代理店,2022-12-14,267400,完了
O005840,C02826,販売代理店,2024-02-12,140900,完了
O005841,C02279,ECサイト,2022-07-26,203400,完了
O005842,C00939,ECサイト,2023-12-10,251600,完了
O005843,C00511,ECサイト,2025-01-28,95700,完了
O005844,C02890,直営店,2025-01-26,500100,完了
O005845,C01563,直営店,2024-08-08,223900,完了
O005846,C03403,販売代理店,2023-01-24,398600,完了
O005847,C04070,ECサイト,2024-07-09,89400,完了
O005848,C04610,ECサイト,2024-05-17,722000,キャンセル
O005849,C02309,ECサイト,2024-12-27,156400,完了
O005850,C00152,直営店,2023-07-20,202600,処理中
O005851,C03423,ECサイト,2022-06-09,283500,完了
O005852,C00045,販売代理店,2022-11-07,46200,処理中
O005853,C04432,ECサイト,2023-02-10,111500,完了
O005854,C01347,直営店,2022-06-15,218700,完了
O005855,C04399,ECサイト,2025-01-01,367300,完了
O005856,C02218,直営店,2022-06-01,405300,完了
O005857,C03997,直営店,2024-08-17,215400,完了
O005858,C02403,直営店,2022-06-11,204200,完了
O005859,C01832,直営店,2023-02-05,70000,完了
O005860,C02750,直営店,2024-01-23,58200,キャンセル
O005861,C00866,直営店,2025-01-18,36900,キャンセル
O005862,C02643,直営店,2022-04-09,316000,完了
O005863,C00421,販売代理店,2024-10-21,205100,完了
O005864,C03758,販売代理店,2022-11-29,543400,完了
O005865,C02244,ECサイト,2022-10-03,399000,完了
O005866,C01825,販売代理店,2023-03-28,374400,完了
O005867,C02999,直営店,2022-09-23,41400,完了
O005868,C04312,販売代理店,2024-12-26,117300,完了
O005869,C03999,販売代理店,2024-01-08,64000,完了
O005870,C02393,直営店,2023-08-06,150000,完了
O005871,C04044,直営店,2023-10-19,169600,完了
O005872,C03010,直営店,2023-11-10,164600,完了
O005873,C01033,直営店,2025-01-26,329600,完了
O005874,C02514,販売代理店,2025-01-20,78000,完了
O005875,C03118,直営店,2022-06-02,92000,完了
O005876,C04458,ECサイト,2022-05-15,305200,完了
O005877,C00064,販売代理店,2024-05-25,457000,完了
O005878,C03020,ECサイト,2024-09-16,72400,処理中
O005879,C02390,直営店,2023-03-01,162000,完了
O005880,C01094,直営店,2023-07-10,147600,完了
O005881,C01352,販売代理店,2024-08-24,114200,完了
O005882,C03761,直営店,2024-02-21,91500,完了
O005883,C01823,ECサイト,2023-07-03,74400,完了
O005884,C02434,直営店,2022-10-04,469600,完了
O005885,C03653,直営店,2024-05-30,295800,完了
O005886,C04106,ECサイト,2025-01-22,570600,完了
O005887,C02652,販売代理店,2024-06-17,446100,完了
O005888,C01966,販売代理店,2024-02-29,138900,完了
O005889,C00267,ECサイト,2025-02-03,79000,キャンセル
O005890,C01264,ECサイト,2024-09-11,161700,完了
O005891,C04744,直営店,2024-12-27,343300,完了
O005892,C04336,販売代理店,2023-10-26,324300,完了
O005893,C02627,販売代理店,2023-05-13,156100,完了
O005894,C03954,直営店,2023-11-28,155500,完了
O005895,C03248,販売代理店,2023-10-08,298200,完了
O005896,C00248,直営店,2025-01-26,279400,完了
O005897,C01454,販売代理店,2024-03-17,139600,完了
O005898,C03120,販売代理店,2022-09-19,19200,完了
O005899,C01010,直営店,2024-09-16,96400,完了
O005900,C03233,ECサイト,2024-05-23,254300,完了
O005901,C01617,ECサイト,2023-06-03,315100,完了
O005902,C02138,ECサイト,2024-01-21,118600,完了
O005903,C04920,販売代理店,2024-03-18,113300,処理中
O005904,C00384,販売代理店,2025-03-04,118400,完了
O005905,C03861,直営店,2023-02-05,364600,処理中
O005906,C00089,販売代理店,2025-02-26,209200,処理中
O005907,C04894,販売代理店,2022-10-20,245000,完了
O005908,C02498,直営店,2023-06-28,200100,処理中
O005909,C03920,販売代理店,2023-01-15,397400,完了
O005910,C04238,直営店,2024-08-03,245400,完了
O005911,C04679,ECサイト,2022-09-17,97200,完了
O005912,C01495,直営店,2024-05-17,86700,完了
O005913,C03110,販売代理店,2024-04-04,361600,完了
O005914,C02978,ECサイト,2023-03-13,25000,完了
O005915,C03822,販売代理店,2024-08-17,47400,処理中
O005916,C03164,ECサイト,2024-03-04,200200,完了
O005917,C02107,販売代理店,2023-09-20,12600,完了
O005918,C04107,直営店,2022-06-02,221600,完了
O005919,C01663,ECサイト,2023-11-23,413900,完了
O005920,C02776,販売代理店,2024-11-24,226300,完了
O005921,C02934,ECサイト,2023-10-14,302600,完了
O005922,C01569,ECサイト,2024-10-27,215300,完了
O005923,C01086,ECサイト,2023-04-13,48300,完了
O005924,C01089,ECサイト,2022-06-14,210100,完了
O005925,C00911,直営店,2023-03-29,250400,完了
O005926,C00638,販売代理店,2022-07-25,43000,完了
O005927,C03874,販売代理店,2024-10-31,102200,完了
O005928,C03932,直営店,2022-11-22,215600,完了
O005929,C04351,販売代理店,2023-06-17,282600,完了
O005930,C01960,直営店,2023-08-14,127200,完了
O005931,C00381,直営店,2023-11-28,318900,キャンセル
O005932,C01896,ECサイト,2023-10-15,105100,完了
O005933,C03940,ECサイト,2023-05-10,95300,完了
O005934,C00577,ECサイト,2023-05-08,71000,完了
O005935,C02877,販売代理店,2023-04-16,278500,完了
O005936,C01903,直営店,2023-06-16,231600,完了
O005937,C01415,ECサイト,2024-12-25,432600,完了
O005938,C00459,直営店,2022-05-26,95800,処理中
O005939,C03940,直営店,2025-02-27,14600,完了
O005940,C02273,直営店,2025-03-06,351600,処理中
O005941,C01004,ECサイト,2023-04-11,132600,完了
O005942,C03330,ECサイト,2024-05-03,283200,完了
O005943,C03044,販売代理店,2023-08-16,202000,完了
O005944,C02053,直営店,2022-05-22,238400,完了
O005945,C00763,ECサイト,2024-11-08,156300,処理中
O005946,C02709,直営店,2023-09-14,432300,処理中
O005947,C00086,直営店,2023-04-10,101300,完了
O005948,C01307,直営店,2022-04-03,170000,完了
O005949,C04842,販売代理店,2025-02-03,296600,完了
O005950,C04255,販売代理店,2024-05-20,555900,完了
O005951,C03868,直営店,2022-04-17,372300,完了
O005952,C04561,ECサイト,2022-06-14,503700,完了
O005953,C03013,直営店,2023-12-18,242700,完了
O005954,C04384,ECサイト,2023-04-14,740500,完了
O005955,C00821,販売代理店,2023-06-22,387700,処理中
O005956,C04590,直営店,2023-09-11,317700,完了
O005957,C00373,直営店,2022-09-08,165900,完了
O005958,C00509,直営店,2023-03-09,181600,完了
O005959,C03216,直営店,2022-10-19,466200,完了
O005960,C01664,ECサイト,2024-03-07,73800,完了
O005961,C01633,直営店,2023-07-09,158300,完了
O005962,C03252,ECサイト,2022-05-30,198100,完了
O005963,C01971,ECサイト,2022-11-04,49200,完了
O005964,C04151,販売代理店,2023-11-19,187600,完了
O005965,C04594,直営店,2024-01-24,539900,完了
O005966,C01112,ECサイト,2023-03-02,54600,完了
O005967,C03515,直営店,2024-01-30,447300,完了
O005968,C01750,販売代理店,2023-03-15,270200,完了
O005969,C02459,販売代理店,2023-07-04,127000,完了
O005970,C01169,直営店,2022-07-25,275200,完了
O005971,C00289,直営店,2022-04-28,415400,完了
O005972,C00884,販売代理店,2022-12-27,15900,キャンセル
O005973,C01943,ECサイト,2025-01-14,274900,完了
O005974,C02829,直営店,2023-07-01,536600,完了
O005975,C04874,ECサイト,2022-04-26,540300,完了
O005976,C02081,直営店,2024-10-02,110600,完了
O005977,C02283,ECサイト,2024-12-12,254800,完了
O005978,C03568,直営店,2022-04-10,33000,処理中
O005979,C00824,直営店,2023-10-04,256000,完了
O005980,C00433,ECサイト,2024-05-29,88200,完了
O005981,C01336,ECサイト,2024-09-30,91500,完了
O005982,C03842,直営店,2023-08-09,122800,完了
O005983,C02556,直営店,2022-03-29,362700,完了
O005984,C03569,販売代理店,2023-05-26,311000,完了
O005985,C01417,ECサイト,2024-05-24,433300,完了
O005986,C00390,ECサイト,2022-09-22,94900,完了
O005987,C02360,販売代理店,2024-11-22,30200,完了
O005988,C03575,販売代理店,2024-05-09,131200,完了
O005989,C00750,直営店,2022-08-13,179700,完了
O005990,C04858,直営店,2022-05-03,214700,完了
O005991,C01417,ECサイト,2022-12-11,202500,完了
O005992,C04010,直営店,2023-08-25,247400,完了
O005993,C00797,ECサイト,2023-02-26,225300,完了
O005994,C00961,ECサイト,2025-01-20,324100,完了
O005995,C01788,販売代理店,2023-06-18,230200,完了
O005996,C04738,販売代理店,2025-03-12,631100,完了
O005997,C04064,ECサイト,2023-08-05,289300,完了
O005998,C00100,直営店,2023-05-09,148200,完了
O005999,C02893,直営店,2022-11-01,205900,完了
O006000,C03270,直営店,2024-10-09,176900,完了
O006001,C04115,直営店,2022-04-22,187900,完了
O006002,C04399,直営店,2023-08-17,390500,完了
O006003,C03759,販売代理店,2024-09-30,144900,完了
O006004,C00294,販売代理店,2023-03-07,178400,完了
O006005,C01717,ECサイト,2023-12-18,62500,処理中
O006006,C01436,販売代理店,2025-02-20,91800,完了
O006007,C04799,ECサイト,2024-06-04,131400,完了
O006008,C02949,ECサイト,2024-03-21,166300,処理中
O006009,C04978,販売代理店,2025-03-03,234500,完了
O006010,C00895,販売代理店,2023-11-28,86100,完了
O006011,C04489,直営店,2024-11-24,102200,完了
O006012,C03252,直営店,2022-06-25,207200,キャンセル
O006013,C02769,直営店,2024-03-15,511200,完了
O006014,C04044,直営店,2024-05-30,226300,完了
O006015,C02868,直営店,2024-02-19,273800,キャンセル
O006016,C00879,直営店,2024-08-27,69000,完了
O006017,C02543,直営店,2022-11-03,306500,完了
O006018,C02742,直営店,2024-08-21,207300,完了
O006019,C00925,販売代理店,2022-12-26,352800,完了
O006020,C03050,直営店,2025-02-13,184800,完了
O006021,C03027,直営店,2023-06-27,272800,完了
O006022,C02869,直営店,2024-06-04,46200,完了
O006023,C03167,ECサイト,2024-07-31,330600,完了
O006024,C04576,販売代理店,2024-09-09,212600,処理中
O006025,C02770,直営店,2022-06-12,54800,完了
O006026,C04634,ECサイト,2024-02-05,585400,処理中
O006027,C04931,販売代理店,2023-02-08,134700,完了
O006028,C04464,販売代理店,2023-09-14,69900,完了
O006029,C02354,直営店,2023-09-09,228300,完了
O006030,C01321,ECサイト,2024-03-16,230200,処理中
O006031,C00113,ECサイト,2024-06-04,492300,完了
O006032,C01685,直営店,2023-05-11,351400,完了
O006033,C01764,販売代理店,2022-12-03,291200,完了
O006034,C01188,ECサイト,2023-04-14,43600,完了
O006035,C04795,ECサイト,2023-10-02,444500,完了
O006036,C04445,ECサイト,2023-02-09,172100,完了
O006037,C04966,販売代理店,2024-12-02,346300,完了
O006038,C04951,直営店,2024-01-07,61500,処理中
O006039,C00907,販売代理店,2024-01-15,237700,完了
O006040,C00978,販売代理店,2022-11-19,223900,完了
O006041,C00016,販売代理店,2022-05-26,319400,完了
O006042,C01173,ECサイト,2024-10-09,163400,完了
O006043,C02168,ECサイト,2024-03-16,153600,完了
O006044,C00950,直営店,2024-12-30,329700,完了
O006045,C01017,販売代理店,2022-11-14,256200,完了
O006046,C01009,販売代理店,2022-04-27,201300,完了
O006047,C00061,直営店,2024-03-28,188000,処理中
O006048,C02712,直営店,2022-07-16,214400,完了
O006049,C02999,ECサイト,2024-06-07,297400,完了
O006050,C02934,直営店,2023-08-27,322300,完了
O006051,C02576,ECサイト,2024-10-27,133000,完了
O006052,C04113,販売代理店,2023-02-04,152700,処理中
O006053,C03670,直営店,2024-06-02,159200,完了
O006054,C01766,直営店,2023-12-14,25000,完了
O006055,C03609,直営店,2022-05-15,191800,完了
O006056,C00979,ECサイト,2022-07-19,189700,キャンセル
O006057,C03873,ECサイト,2025-01-30,448400,完了
O006058,C01742,ECサイト,2025-01-07,542600,完了
O006059,C00163,ECサイト,2023-09-04,56000,完了
O006060,C02720,販売代理店,2024-04-04,199400,完了
O006061,C03655,直営店,2023-12-22,168700,完了
O006062,C04595,販売代理店,2022-12-23,335300,完了
O006063,C02114,ECサイト,2024-01-22,127200,完了
O006064,C00408,ECサイト,2022-10-12,192600,完了
O006065,C02625,直営店,2023-09-30,345900,完了
O006066,C00247,直営店,2023-02-01,325400,処理中
O006067,C04871,ECサイト,2023-07-20,51800,完了
O006068,C02649,販売代理店,2022-06-25,33000,完了
O006069,C01204,直営店,2023-02-04,136500,完了
O006070,C00239,販売代理店,2022-05-20,217500,完了
O006071,C03147,直営店,2024-04-07,221700,完了
O006072,C02907,直営店,2024-01-04,153200,完了
O006073,C02408,販売代理店,2022-12-16,278700,完了
O006074,C00830,ECサイト,2024-12-20,122500,完了
O006075,C02936,直営店,2022-07-23,80400,完了
O006076,C02135,直営店,2023-09-01,266400,完了
O006077,C03865,直営店,2022-11-16,616700,完了
O006078,C04184,販売代理店,2023-10-28,199500,完了
O006079,C01479,販売代理店,2022-08-30,313400,完了
O006080,C04531,ECサイト,2024-04-09,436200,完了
O006081,C03886,直営店,2024-07-09,108300,キャンセル
O006082,C04557,ECサイト,2024-05-11,92400,完了
O006083,C03642,ECサイト,2024-03-25,48600,完了
O006084,C04480,販売代理店,2023-06-13,29200,完了
O006085,C03873,販売代理店,2022-04-15,94000,完了
O006086,C03761,直営店,2024-06-20,239400,完了
O006087,C02860,ECサイト,2022-10-08,14600,完了
O006088,C04611,販売代理店,2022-07-22,12600,完了
O006089,C04656,ECサイト,2024-04-26,254400,完了
O006090,C00581,ECサイト,2023-04-03,110600,完了
O006091,C01415,販売代理店,2024-09-03,12300,キャンセル
O006092,C04368,販売代理店,2024-03-23,582800,完了
O006093,C01357,直営店,2022-05-30,331900,完了
O006094,C04618,直営店,2024-01-17,330900,完了
O006095,C00591,販売代理店,2022-05-05,188200,完了
O006096,C01393,ECサイト,2024-06-29,270600,完了
O006097,C01708,ECサイト,2022-08-01,266500,処理中
O006098,C04708,ECサイト,2023-01-15,97000,完了
O006099,C03536,ECサイト,2023-01-22,185000,完了
O006100,C02656,販売代理店,2022-12-11,341000,処理中
O006101,C03589,ECサイト,2023-06-16,247700,完了
O006102,C03981,直営店,2023-02-26,343900,完了
O006103,C00957,直営店,2023-07-23,323300,完了
O006104,C02172,直営店,2023-02-18,44000,完了
O006105,C01394,ECサイト,2023-03-29,276400,完了
O006106,C04149,販売代理店,2023-07-08,67400,完了
O006107,C01880,直営店,2023-06-09,349200,完了
O006108,C01723,ECサイト,2025-03-18,380900,処理中
O006109,C02116,直営店,2024-04-13,320200,キャンセル
O006110,C03480,販売代理店,2024-09-15,327400,完了
O006111,C01794,ECサイト,2025-03-19,82000,完了
O006112,C03488,販売代理店,2022-04-05,70300,完了
O006113,C01080,販売代理店,2024-03-09,442900,完了
O006114,C02700,直営店,2024-06-30,423700,完了
O006115,C03646,直営店,2023-02-13,324200,完了
O006116,C00294,直営店,2023-06-11,370700,完了
O006117,C03578,ECサイト,2024-09-02,584800,完了
O006118,C01005,販売代理店,2025-03-03,107100,完了
O006119,C04139,直営店,2022-09-12,470700,キャンセル
O006120,C00641,直営店,2024-11-11,286100,完了
O006121,C04542,直営店,2024-04-10,63200,完了
O006122,C03146,直営店,2024-07-22,295400,処理中
O006123,C04560,直営店,2023-01-13,375400,処理中
O006124,C00757,直営店,2025-02-25,14400,完了
O006125,C04692,ECサイト,2024-02-15,36600,完了
O006126,C04336,販売代理店,2022-04-06,212100,完了
O006127,C03506,ECサイト,2023-07-24,80600,完了
O006128,C04600,ECサイト,2022-04-22,44800,完了
O006129,C02465,販売代理店,2023-12-16,153600,完了
O006130,C00538,ECサイト,2024-01-16,315100,完了
O006131,C00547,直営店,2022-10-26,412300,完了
O006132,C01309,販売代理店,2022-11-16,411800,完了
O006133,C00843,直営店,2022-11-23,337500,完了
O006134,C04990,ECサイト,2022-09-21,260300,完了
O006135,C00653,直営店,2025-02-09,91500,処理中
O006136,C02617,ECサイト,2023-06-30,172700,完了
O006137,C01027,直営店,2023-02-27,49800,完了
O006138,C01926,ECサイト,2024-07-15,247800,完了
