order_item_id,order_id,product_id,quantity,unit_price
OI0003195,O001081,P0100,7,27800
OI0003196,O001081,P0062,4,12000
OI0003197,O001082,P0019,4,21400
OI0003198,O001082,P0028,3,14800
OI0003199,O001083,P0003,2,12600
OI0003200,O001083,P0097,5,27000
OI0003201,O001083,P0033,3,20600
OI0003202,O001083,P0045,3,11200
OI0003203,O001083,P0092,3,26800
OI0003204,O001084,P0008,7,16800
OI0003205,O001084,P0024,6,17500
OI0003206,O001084,P0028,6,14800
OI0003207,O001084,P0084,1,8800
OI0003208,O001085,P0032,2,20900
OI0003209,O001085,P0083,2,26000
OI0003210,O001085,P0069,1,8000
OI0003211,O001085,P0035,7,15200
OI0003212,O001086,P0001,8,12300
OI0003213,O001086,P0086,6,15300
OI0003214,O001087,P0084,6,8800
OI0003215,O001088,P0029,7,30000
OI0003216,O001089,P0037,7,16100
OI0003217,O001089,P0030,8,5600
OI0003218,O001089,P0085,6,8600
OI0003219,O001089,P0050,2,6900
OI0003220,O001089,P0041,5,20500
OI0003221,O001090,P0073,2,23100
OI0003222,O001090,P0023,2,25600
OI0003223,O001090,P0048,2,22700
OI0003224,O001091,P0073,6,23100
OI0003225,O001092,P0086,2,15300
OI0003226,O001092,P0074,7,15100
OI0003227,O001092,P0076,4,18300
OI0003228,O001092,P0076,6,18300
OI0003229,O001092,P0058,8,7700
OI0003230,O001093,P0018,1,7200
OI0003231,O001094,P0086,1,15300
OI0003232,O001094,P0010,8,23100
OI0003233,O001095,P0020,5,9600
OI0003234,O001096,P0080,7,12300
OI0003235,O001096,P0060,8,9300
OI0003236,O001096,P0052,1,28900
OI0003237,O001096,P0073,8,23100
OI0003238,O001097,P0062,4,12000
OI0003239,O001097,P0011,3,7300
OI0003240,O001097,P0017,8,12500
OI0003241,O001097,P0084,7,8800
OI0003242,O001098,P0068,8,25800
OI0003243,O001098,P0084,7,8800
OI0003244,O001098,P0046,4,11000
OI0003245,O001098,P0082,4,15800
OI0003246,O001098,P0081,5,12500
OI0003247,O001099,P0043,5,20300
OI0003248,O001099,P0025,1,5400
OI0003249,O001099,P0066,6,8800
OI0003250,O001099,P0024,4,17500
OI0003251,O001100,P0076,2,18300
OI0003252,O001101,P0049,5,18300
OI0003253,O001101,P0037,8,16100
OI0003254,O001101,P0037,8,16100
OI0003255,O001101,P0001,1,12300
OI0003256,O001102,P0060,7,9300
OI0003257,O001102,P0040,5,20900
OI0003258,O001102,P0070,7,15900
OI0003259,O001102,P0064,7,19400
OI0003260,O001102,P0039,8,15800
OI0003261,O001103,P0054,4,15300
OI0003262,O001104,P0033,6,20600
OI0003263,O001105,P0041,4,20500
OI0003264,O001105,P0061,4,5300
OI0003265,O001105,P0005,7,24300
OI0003266,O001106,P0060,8,9300
OI0003267,O001106,P0011,2,7300
OI0003268,O001107,P0090,7,14800
OI0003269,O001107,P0029,6,30000
OI0003270,O001107,P0027,1,28700
OI0003271,O001107,P0089,6,7300
OI0003272,O001107,P0076,8,18300
OI0003273,O001108,P0021,3,18100
OI0003274,O001109,P0039,4,15800
OI0003275,O001109,P0011,6,7300
OI0003276,O001109,P0079,5,28000
OI0003277,O001109,P0068,6,25800
OI0003278,O001110,P0085,7,8600
OI0003279,O001110,P0032,5,20900
OI0003280,O001110,P0043,5,20300
OI0003281,O001110,P0038,4,7300
OI0003282,O001111,P0040,2,20900
OI0003283,O001112,P0032,4,20900
OI0003284,O001112,P0091,5,18200
OI0003285,O001112,P0036,8,19800
OI0003286,O001112,P0037,4,16100
OI0003287,O001112,P0074,5,15100
OI0003288,O001113,P0022,3,21200
OI0003289,O001113,P0029,1,30000
OI0003290,O001113,P0076,6,18300
OI0003291,O001113,P0065,7,23200
OI0003292,O001113,P0017,8,12500
OI0003293,O001114,P0083,5,26000
OI0003294,O001114,P0013,4,25800
OI0003295,O001114,P0021,2,18100
OI0003296,O001114,P0002,8,18800
OI0003297,O001114,P0017,1,12500
OI0003298,O001115,P0062,6,12000
OI0003299,O001116,P0081,7,12500
OI0003300,O001116,P0048,6,22700
OI0003301,O001116,P0061,3,5300
OI0003302,O001117,P0039,5,15800
OI0003303,O001118,P0009,3,20100
OI0003304,O001118,P0093,4,23000
OI0003305,O001118,P0073,1,23100
OI0003306,O001118,P0004,3,26300
OI0003307,O001119,P0027,8,28700
OI0003308,O001120,P0091,7,18200
OI0003309,O001120,P0025,6,5400
OI0003310,O001120,P0075,6,27300
OI0003311,O001120,P0081,8,12500
OI0003312,O001120,P0001,7,12300
OI0003313,O001121,P0034,6,24900
OI0003314,O001122,P0051,7,13700
OI0003315,O001122,P0029,2,30000
OI0003316,O001122,P0010,4,23100
OI0003317,O001123,P0038,3,7300
OI0003318,O001123,P0025,7,5400
OI0003319,O001124,P0032,4,20900
OI0003320,O001125,P0053,4,14700
OI0003321,O001125,P0084,2,8800
OI0003322,O001125,P0003,5,12600
OI0003323,O001126,P0054,7,15300
OI0003324,O001126,P0070,1,15900
OI0003325,O001126,P0005,6,24300
OI0003326,O001126,P0091,3,18200
OI0003327,O001126,P0073,5,23100
OI0003328,O001127,P0084,2,8800
OI0003329,O001127,P0083,8,26000
OI0003330,O001128,P0025,1,5400
OI0003331,O001128,P0039,4,15800
OI0003332,O001128,P0041,1,20500
OI0003333,O001129,P0007,3,16000
OI0003334,O001129,P0021,5,18100
OI0003335,O001129,P0055,7,22400
OI0003336,O001130,P0094,3,19100
OI0003337,O001130,P0026,4,14600
OI0003338,O001130,P0018,3,7200
OI0003339,O001131,P0043,7,20300
OI0003340,O001131,P0074,2,15100
OI0003341,O001132,P0003,4,12600
OI0003342,O001132,P0026,5,14600
OI0003343,O001133,P0086,7,15300
OI0003344,O001134,P0057,7,8900
OI0003345,O001135,P0097,6,27000
OI0003346,O001135,P0032,1,20900
OI0003347,O001135,P0023,5,25600
OI0003348,O001136,P0030,5,5600
OI0003349,O001136,P0063,3,7300
OI0003350,O001137,P0006,3,18800
OI0003351,O001137,P0070,5,15900
OI0003352,O001138,P0095,1,19500
OI0003353,O001138,P0012,8,12600
OI0003354,O001138,P0092,3,26800
OI0003355,O001138,P0021,3,18100
OI0003356,O001138,P0038,1,7300
OI0003357,O001139,P0034,8,24900
OI0003358,O001139,P0094,2,19100
OI0003359,O001139,P0061,8,5300
OI0003360,O001139,P0042,5,26600
OI0003361,O001140,P0024,5,17500
OI0003362,O001140,P0007,7,16000
OI0003363,O001140,P0047,4,19500
OI0003364,O001140,P0069,8,8000
OI0003365,O001140,P0020,8,9600
OI0003366,O001141,P0024,3,17500
OI0003367,O001142,P0089,6,7300
OI0003368,O001142,P0050,7,6900
OI0003369,O001142,P0098,5,5800
OI0003370,O001142,P0092,5,26800
OI0003371,O001142,P0065,3,23200
OI0003372,O001143,P0058,2,7700
OI0003373,O001143,P0024,2,17500
OI0003374,O001144,P0016,8,13800
OI0003375,O001145,P0089,7,7300
OI0003376,O001145,P0096,1,7800
OI0003377,O001145,P0086,2,15300
OI0003378,O001146,P0038,1,7300
OI0003379,O001146,P0081,4,12500
OI0003380,O001146,P0077,3,10800
OI0003381,O001146,P0046,2,11000
OI0003382,O001147,P0023,6,25600
OI0003383,O001147,P0095,2,19500
OI0003384,O001147,P0064,2,19400
OI0003385,O001148,P0050,5,6900
OI0003386,O001148,P0032,4,20900
OI0003387,O001148,P0072,8,7500
OI0003388,O001148,P0024,3,17500
OI0003389,O001149,P0019,2,21400
OI0003390,O001149,P0049,3,18300
OI0003391,O001150,P0076,7,18300
OI0003392,O001150,P0025,4,5400
OI0003393,O001150,P0095,1,19500
OI0003394,O001151,P0038,5,7300
OI0003395,O001151,P0057,1,8900
OI0003396,O001151,P0040,8,20900
OI0003397,O001152,P0002,5,18800
OI0003398,O001152,P0060,1,9300
OI0003399,O001152,P0022,1,21200
OI0003400,O001153,P0088,6,22000
OI0003401,O001153,P0010,6,23100
OI0003402,O001153,P0025,8,5400
OI0003403,O001153,P0064,5,19400
OI0003404,O001153,P0080,3,12300
OI0003405,O001154,P0021,6,18100
OI0003406,O001154,P0054,4,15300
OI0003407,O001155,P0061,6,5300
OI0003408,O001155,P0022,3,21200
OI0003409,O001155,P0046,3,11000
OI0003410,O001155,P0003,7,12600
OI0003411,O001156,P0019,3,21400
OI0003412,O001157,P0020,5,9600
OI0003413,O001157,P0015,2,28900
OI0003414,O001158,P0076,6,18300
OI0003415,O001158,P0041,7,20500
OI0003416,O001159,P0083,7,26000
OI0003417,O001159,P0023,5,25600
OI0003418,O001160,P0043,5,20300
OI0003419,O001161,P0044,2,28900
OI0003420,O001161,P0025,4,5400
OI0003421,O001161,P0093,2,23000
OI0003422,O001161,P0029,1,30000
OI0003423,O001161,P0006,5,18800
OI0003424,O001162,P0091,3,18200
OI0003425,O001162,P0009,2,20100
OI0003426,O001163,P0010,6,23100
OI0003427,O001163,P0096,5,7800
OI0003428,O001164,P0092,6,26800
OI0003429,O001165,P0054,8,15300
OI0003430,O001165,P0052,5,28900
OI0003431,O001165,P0002,2,18800
OI0003432,O001165,P0098,2,5800
OI0003433,O001165,P0068,6,25800
OI0003434,O001166,P0040,5,20900
OI0003435,O001166,P0097,3,27000
OI0003436,O001166,P0087,1,11200
OI0003437,O001166,P0006,7,18800
OI0003438,O001167,P0057,8,8900
OI0003439,O001167,P0032,6,20900
OI0003440,O001167,P0067,6,24800
OI0003441,O001167,P0100,7,27800
OI0003442,O001168,P0096,5,7800
OI0003443,O001168,P0100,2,27800
OI0003444,O001168,P0077,7,10800
OI0003445,O001168,P0093,3,23000
OI0003446,O001169,P0079,3,28000
OI0003447,O001170,P0024,1,17500
OI0003448,O001170,P0040,2,20900
OI0003449,O001171,P0069,4,8000
OI0003450,O001171,P0015,5,28900
OI0003451,O001171,P0094,8,19100
OI0003452,O001172,P0012,8,12600
OI0003453,O001173,P0076,5,18300
OI0003454,O001173,P0074,2,15100
OI0003455,O001173,P0084,3,8800
OI0003456,O001173,P0066,4,8800
OI0003457,O001174,P0029,7,30000
OI0003458,O001175,P0091,1,18200
OI0003459,O001175,P0008,1,16800
OI0003460,O001176,P0044,4,28900
OI0003461,O001176,P0070,7,15900
OI0003462,O001176,P0025,2,5400
OI0003463,O001176,P0001,6,12300
OI0003464,O001176,P0081,1,12500
OI0003465,O001177,P0031,1,6900
OI0003466,O001177,P0046,3,11000
OI0003467,O001177,P0054,3,15300
OI0003468,O001177,P0085,1,8600
OI0003469,O001177,P0008,8,16800
OI0003470,O001178,P0059,7,26900
OI0003471,O001178,P0032,4,20900
OI0003472,O001179,P0065,7,23200
OI0003473,O001179,P0087,4,11200
OI0003474,O001180,P0065,6,23200
OI0003475,O001181,P0023,7,25600
OI0003476,O001181,P0059,2,26900
OI0003477,O001181,P0032,7,20900
OI0003478,O001181,P0071,5,19500
OI0003479,O001182,P0020,3,9600
OI0003480,O001182,P0026,4,14600
OI0003481,O001183,P0066,4,8800
OI0003482,O001183,P0045,3,11200
OI0003483,O001183,P0060,2,9300
OI0003484,O001183,P0068,8,25800
OI0003485,O001183,P0042,1,26600
OI0003486,O001184,P0084,1,8800
OI0003487,O001185,P0022,1,21200
OI0003488,O001185,P0082,2,15800
OI0003489,O001185,P0084,5,8800
OI0003490,O001185,P0032,2,20900
OI0003491,O001185,P0080,3,12300
OI0003492,O001186,P0015,8,28900
OI0003493,O001186,P0065,2,23200
OI0003494,O001186,P0046,7,11000
OI0003495,O001186,P0075,4,27300
OI0003496,O001187,P0023,1,25600
OI0003497,O001187,P0092,3,26800
OI0003498,O001187,P0090,7,14800
OI0003499,O001187,P0049,6,18300
OI0003500,O001188,P0079,6,28000
OI0003501,O001188,P0074,2,15100
OI0003502,O001189,P0079,3,28000
OI0003503,O001189,P0044,6,28900
OI0003504,O001189,P0029,5,30000
OI0003505,O001190,P0095,5,19500
OI0003506,O001190,P0018,1,7200
OI0003507,O001190,P0057,5,8900
OI0003508,O001190,P0081,8,12500
OI0003509,O001191,P0039,2,15800
OI0003510,O001191,P0098,8,5800
OI0003511,O001191,P0074,7,15100
OI0003512,O001191,P0063,1,7300
OI0003513,O001191,P0072,1,7500
OI0003514,O001192,P0033,6,20600
OI0003515,O001192,P0088,5,22000
OI0003516,O001192,P0052,5,28900
OI0003517,O001192,P0010,4,23100
OI0003518,O001193,P0053,8,14700
OI0003519,O001194,P0081,6,12500
OI0003520,O001194,P0027,7,28700
OI0003521,O001194,P0094,2,19100
OI0003522,O001194,P0049,5,18300
OI0003523,O001194,P0100,1,27800
OI0003524,O001195,P0022,7,21200
OI0003525,O001195,P0002,6,18800
OI0003526,O001195,P0022,2,21200
OI0003527,O001195,P0005,3,24300
OI0003528,O001195,P0052,3,28900
OI0003529,O001196,P0071,1,19500
OI0003530,O001196,P0003,3,12600
OI0003531,O001196,P0035,5,15200
OI0003532,O001197,P0001,4,12300
OI0003533,O001197,P0086,1,15300
OI0003534,O001198,P0071,4,19500
OI0003535,O001198,P0080,8,12300
OI0003536,O001198,P0034,2,24900
OI0003537,O001198,P0071,6,19500
OI0003538,O001198,P0054,4,15300
OI0003539,O001199,P0048,1,22700
OI0003540,O001199,P0007,1,16000
OI0003541,O001199,P0028,1,14800
OI0003542,O001199,P0087,6,11200
OI0003543,O001200,P0100,6,27800
OI0003544,O001200,P0083,4,26000
OI0003545,O001200,P0003,6,12600
OI0003546,O001200,P0050,5,6900
OI0003547,O001200,P0013,5,25800
OI0003548,O001201,P0086,5,15300
OI0003549,O001201,P0056,8,7200
OI0003550,O001201,P0073,1,23100
OI0003551,O001201,P0065,8,23200
OI0003552,O001201,P0093,1,23000
OI0003553,O001202,P0083,1,26000
OI0003554,O001202,P0004,2,26300
OI0003555,O001202,P0081,4,12500
OI0003556,O001202,P0055,6,22400
OI0003557,O001203,P0039,5,15800
OI0003558,O001203,P0017,1,12500
OI0003559,O001203,P0051,8,13700
OI0003560,O001204,P0072,7,7500
OI0003561,O001204,P0048,3,22700
OI0003562,O001204,P0039,1,15800
OI0003563,O001204,P0049,3,18300
OI0003564,O001205,P0079,7,28000
OI0003565,O001205,P0062,3,12000
OI0003566,O001205,P0041,7,20500
OI0003567,O001206,P0016,1,13800
OI0003568,O001206,P0043,4,20300
OI0003569,O001207,P0057,1,8900
OI0003570,O001207,P0034,8,24900
OI0003571,O001207,P0040,8,20900
OI0003572,O001208,P0048,4,22700
OI0003573,O001208,P0077,7,10800
OI0003574,O001208,P0042,3,26600
OI0003575,O001209,P0001,8,12300
OI0003576,O001209,P0011,3,7300
OI0003577,O001209,P0037,6,16100
OI0003578,O001210,P0008,1,16800
OI0003579,O001210,P0095,4,19500
OI0003580,O001210,P0051,3,13700
OI0003581,O001210,P0085,3,8600
OI0003582,O001210,P0012,2,12600
OI0003583,O001211,P0082,8,15800
OI0003584,O001211,P0064,3,19400
OI0003585,O001212,P0094,4,19100
OI0003586,O001212,P0080,6,12300
OI0003587,O001212,P0072,6,7500
OI0003588,O001212,P0092,6,26800
OI0003589,O001212,P0071,6,19500
OI0003590,O001213,P0022,6,21200
OI0003591,O001213,P0018,6,7200
OI0003592,O001213,P0013,7,25800
OI0003593,O001214,P0079,2,28000
OI0003594,O001214,P0058,2,7700
OI0003595,O001214,P0008,6,16800
OI0003596,O001215,P0047,5,19500
OI0003597,O001216,P0040,5,20900
OI0003598,O001216,P0061,4,5300
OI0003599,O001216,P0098,6,5800
OI0003600,O001216,P0082,4,15800
OI0003601,O001217,P0094,5,19100
OI0003602,O001217,P0015,8,28900
OI0003603,O001217,P0016,6,13800
OI0003604,O001217,P0075,5,27300
OI0003605,O001217,P0090,8,14800
OI0003606,O001218,P0027,1,28700
OI0003607,O001218,P0043,4,20300
OI0003608,O001218,P0063,1,7300
OI0003609,O001218,P0029,4,30000
OI0003610,O001218,P0016,4,13800
OI0003611,O001219,P0089,4,7300
OI0003612,O001220,P0024,7,17500
OI0003613,O001220,P0005,8,24300
OI0003614,O001220,P0065,3,23200
OI0003615,O001220,P0072,2,7500
OI0003616,O001220,P0046,3,11000
OI0003617,O001221,P0037,7,16100
OI0003618,O001222,P0024,2,17500
OI0003619,O001222,P0057,5,8900
OI0003620,O001222,P0053,6,14700
OI0003621,O001223,P0066,1,8800
OI0003622,O001223,P0013,2,25800
OI0003623,O001223,P0046,7,11000
OI0003624,O001223,P0088,8,22000
OI0003625,O001224,P0064,2,19400
OI0003626,O001224,P0095,8,19500
OI0003627,O001224,P0057,7,8900
OI0003628,O001224,P0021,7,18100
OI0003629,O001225,P0027,7,28700
OI0003630,O001225,P0018,5,7200
OI0003631,O001226,P0044,1,28900
OI0003632,O001226,P0079,1,28000
OI0003633,O001226,P0089,1,7300
OI0003634,O001227,P0044,8,28900
OI0003635,O001227,P0030,1,5600
OI0003636,O001227,P0069,4,8000
OI0003637,O001227,P0088,6,22000
OI0003638,O001227,P0021,2,18100
OI0003639,O001228,P0038,5,7300
OI0003640,O001228,P0022,5,21200
OI0003641,O001228,P0050,5,6900
OI0003642,O001228,P0095,5,19500
OI0003643,O001228,P0080,8,12300
OI0003644,O001229,P0048,8,22700
OI0003645,O001229,P0043,6,20300
OI0003646,O001229,P0097,3,27000
OI0003647,O001229,P0067,2,24800
OI0003648,O001229,P0076,1,18300
OI0003649,O001230,P0060,2,9300
OI0003650,O001230,P0018,5,7200
OI0003651,O001230,P0068,4,25800
OI0003652,O001230,P0082,8,15800
OI0003653,O001230,P0011,8,7300
OI0003654,O001231,P0039,5,15800
OI0003655,O001231,P0043,2,20300
OI0003656,O001231,P0035,4,15200
OI0003657,O001231,P0055,8,22400
OI0003658,O001231,P0098,3,5800
OI0003659,O001232,P0011,3,7300
OI0003660,O001233,P0065,6,23200
OI0003661,O001233,P0097,7,27000
OI0003662,O001233,P0069,2,8000
OI0003663,O001233,P0100,2,27800
OI0003664,O001233,P0074,4,15100
OI0003665,O001234,P0036,6,19800
OI0003666,O001235,P0095,3,19500
OI0003667,O001236,P0048,6,22700
OI0003668,O001237,P0075,4,27300
OI0003669,O001237,P0029,6,30000
OI0003670,O001237,P0012,6,12600
OI0003671,O001237,P0096,1,7800
OI0003672,O001238,P0025,3,5400
OI0003673,O001238,P0087,7,11200
OI0003674,O001238,P0003,2,12600
OI0003675,O001239,P0011,1,7300
OI0003676,O001239,P0032,3,20900
OI0003677,O001239,P0074,8,15100
OI0003678,O001239,P0040,3,20900
OI0003679,O001239,P0083,6,26000
OI0003680,O001240,P0006,1,18800
OI0003681,O001240,P0089,6,7300
OI0003682,O001240,P0069,2,8000
OI0003683,O001240,P0065,2,23200
OI0003684,O001241,P0039,4,15800
OI0003685,O001241,P0092,8,26800
OI0003686,O001242,P0090,8,14800
OI0003687,O001242,P0027,7,28700
OI0003688,O001242,P0097,7,27000
OI0003689,O001243,P0066,7,8800
OI0003690,O001243,P0073,4,23100
OI0003691,O001243,P0027,6,28700
OI0003692,O001244,P0081,6,12500
OI0003693,O001245,P0012,6,12600
OI0003694,O001245,P0082,5,15800
OI0003695,O001245,P0058,4,7700
OI0003696,O001245,P0012,6,12600
OI0003697,O001246,P0073,3,23100
OI0003698,O001246,P0046,6,11000
OI0003699,O001246,P0015,2,28900
OI0003700,O001246,P0049,5,18300
OI0003701,O001247,P0006,3,18800
OI0003702,O001247,P0066,4,8800
OI0003703,O001247,P0061,8,5300
OI0003704,O001247,P0024,8,17500
OI0003705,O001247,P0004,3,26300
OI0003706,O001248,P0053,1,14700
OI0003707,O001248,P0044,4,28900
OI0003708,O001248,P0038,3,7300
OI0003709,O001248,P0067,2,24800
OI0003710,O001249,P0010,1,23100
OI0003711,O001249,P0014,8,11900
OI0003712,O001249,P0042,4,26600
OI0003713,O001249,P0043,5,20300
OI0003714,O001250,P0016,1,13800
OI0003715,O001250,P0025,1,5400
OI0003716,O001250,P0018,8,7200
OI0003717,O001251,P0054,4,15300
OI0003718,O001251,P0055,3,22400
OI0003719,O001251,P0066,2,8800
OI0003720,O001251,P0034,5,24900
OI0003721,O001252,P0030,6,5600
OI0003722,O001252,P0028,1,14800
OI0003723,O001252,P0074,7,15100
OI0003724,O001252,P0074,1,15100
OI0003725,O001252,P0054,8,15300
OI0003726,O001253,P0081,1,12500
OI0003727,O001253,P0073,3,23100
OI0003728,O001253,P0023,5,25600
OI0003729,O001253,P0079,8,28000
OI0003730,O001253,P0098,5,5800
OI0003731,O001254,P0099,6,7400
OI0003732,O001254,P0069,8,8000
OI0003733,O001255,P0026,1,14600
OI0003734,O001255,P0083,7,26000
OI0003735,O001255,P0071,2,19500
OI0003736,O001256,P0100,1,27800
OI0003737,O001256,P0026,5,14600
OI0003738,O001256,P0027,2,28700
OI0003739,O001257,P0057,6,8900
OI0003740,O001257,P0066,4,8800
OI0003741,O001257,P0094,4,19100
OI0003742,O001257,P0028,7,14800
OI0003743,O001258,P0013,4,25800
OI0003744,O001258,P0092,1,26800
OI0003745,O001258,P0078,1,15900
OI0003746,O001259,P0003,3,12600
OI0003747,O001259,P0070,3,15900
OI0003748,O001259,P0051,3,13700
OI0003749,O001259,P0045,5,11200
OI0003750,O001260,P0084,3,8800
OI0003751,O001261,P0058,8,7700
OI0003752,O001261,P0018,1,7200
OI0003753,O001261,P0035,5,15200
OI0003754,O001262,P0089,5,7300
OI0003755,O001262,P0013,4,25800
OI0003756,O001262,P0021,5,18100
OI0003757,O001262,P0048,4,22700
OI0003758,O001263,P0062,5,12000
OI0003759,O001263,P0013,3,25800
OI0003760,O001263,P0019,5,21400
OI0003761,O001263,P0070,8,15900
OI0003762,O001263,P0004,8,26300
OI0003763,O001264,P0074,7,15100
OI0003764,O001264,P0027,3,28700
OI0003765,O001264,P0023,6,25600
OI0003766,O001265,P0024,5,17500
OI0003767,O001265,P0002,5,18800
OI0003768,O001266,P0069,1,8000
OI0003769,O001267,P0056,2,7200
OI0003770,O001267,P0089,7,7300
OI0003771,O001267,P0028,1,14800
OI0003772,O001267,P0061,1,5300
OI0003773,O001267,P0020,7,9600
OI0003774,O001268,P0020,1,9600
OI0003775,O001269,P0051,7,13700
OI0003776,O001269,P0093,3,23000
OI0003777,O001270,P0070,1,15900
OI0003778,O001270,P0002,6,18800
OI0003779,O001270,P0060,8,9300
OI0003780,O001270,P0078,6,15900
OI0003781,O001271,P0018,6,7200
OI0003782,O001271,P0073,1,23100
OI0003783,O001272,P0012,4,12600
OI0003784,O001272,P0097,1,27000
OI0003785,O001272,P0084,8,8800
OI0003786,O001272,P0022,3,21200
OI0003787,O001273,P0073,1,23100
OI0003788,O001273,P0096,8,7800
OI0003789,O001273,P0010,7,23100
OI0003790,O001273,P0064,3,19400
OI0003791,O001274,P0041,5,20500
OI0003792,O001274,P0096,7,7800
OI0003793,O001274,P0015,8,28900
OI0003794,O001275,P0061,1,5300
OI0003795,O001276,P0007,3,16000
OI0003796,O001276,P0029,5,30000
OI0003797,O001276,P0038,3,7300
OI0003798,O001276,P0024,6,17500
OI0003799,O001277,P0019,6,21400
OI0003800,O001278,P0097,2,27000
OI0003801,O001278,P0019,1,21400
OI0003802,O001278,P0075,5,27300
OI0003803,O001279,P0024,7,17500
OI0003804,O001279,P0079,1,28000
OI0003805,O001279,P0027,3,28700
OI0003806,O001279,P0054,6,15300
OI0003807,O001280,P0061,7,5300
OI0003808,O001280,P0011,8,7300
OI0003809,O001281,P0087,3,11200
OI0003810,O001282,P0075,6,27300
OI0003811,O001282,P0015,7,28900
OI0003812,O001282,P0005,3,24300
OI0003813,O001283,P0041,2,20500
OI0003814,O001284,P0097,5,27000
OI0003815,O001284,P0094,7,19100
OI0003816,O001284,P0033,8,20600
OI0003817,O001284,P0072,7,7500
OI0003818,O001285,P0060,7,9300
OI0003819,O001285,P0008,1,16800
OI0003820,O001286,P0034,1,24900
OI0003821,O001286,P0066,4,8800
OI0003822,O001286,P0057,2,8900
OI0003823,O001286,P0073,2,23100
OI0003824,O001287,P0073,3,23100
OI0003825,O001287,P0011,7,7300
OI0003826,O001287,P0039,1,15800
OI0003827,O001287,P0007,7,16000
OI0003828,O001287,P0074,4,15100
OI0003829,O001288,P0026,6,14600
OI0003830,O001288,P0030,5,5600
OI0003831,O001289,P0058,1,7700
OI0003832,O001289,P0065,3,23200
OI0003833,O001289,P0016,4,13800
OI0003834,O001290,P0056,3,7200
OI0003835,O001290,P0019,1,21400
OI0003836,O001290,P0022,2,21200
OI0003837,O001291,P0088,3,22000
OI0003838,O001291,P0002,6,18800
OI0003839,O001291,P0043,1,20300
OI0003840,O001291,P0027,4,28700
OI0003841,O001292,P0067,7,24800
OI0003842,O001292,P0032,5,20900
OI0003843,O001292,P0096,7,7800
OI0003844,O001292,P0059,4,26900
OI0003845,O001292,P0076,2,18300
OI0003846,O001293,P0099,2,7400
OI0003847,O001293,P0016,5,13800
OI0003848,O001293,P0016,7,13800
OI0003849,O001293,P0001,1,12300
OI0003850,O001293,P0075,2,27300
OI0003851,O001294,P0031,3,6900
OI0003852,O001294,P0088,8,22000
OI0003853,O001295,P0087,8,11200
OI0003854,O001295,P0095,1,19500
OI0003855,O001295,P0050,1,6900
OI0003856,O001295,P0070,6,15900
OI0003857,O001295,P0039,2,15800
OI0003858,O001296,P0050,4,6900
OI0003859,O001296,P0006,1,18800
OI0003860,O001296,P0003,5,12600
OI0003861,O001297,P0093,4,23000
OI0003862,O001298,P0011,6,7300
OI0003863,O001298,P0012,6,12600
OI0003864,O001298,P0089,5,7300
OI0003865,O001298,P0043,3,20300
OI0003866,O001298,P0098,5,5800
OI0003867,O001299,P0086,1,15300
OI0003868,O001299,P0009,6,20100
OI0003869,O001299,P0027,6,28700
OI0003870,O001300,P0058,6,7700
OI0003871,O001301,P0037,5,16100
OI0003872,O001301,P0052,7,28900
OI0003873,O001301,P0057,3,8900
OI0003874,O001302,P0035,1,15200
OI0003875,O001302,P0018,2,7200
OI0003876,O001303,P0066,8,8800
OI0003877,O001303,P0077,5,10800
OI0003878,O001304,P0019,1,21400
OI0003879,O001304,P0068,6,25800
OI0003880,O001304,P0065,2,23200
OI0003881,O001304,P0064,5,19400
OI0003882,O001305,P0082,4,15800
OI0003883,O001305,P0053,5,14700
OI0003884,O001305,P0021,4,18100
OI0003885,O001306,P0012,3,12600
OI0003886,O001306,P0080,2,12300
OI0003887,O001306,P0099,3,7400
OI0003888,O001307,P0015,7,28900
OI0003889,O001307,P0009,3,20100
OI0003890,O001307,P0081,6,12500
OI0003891,O001307,P0045,1,11200
OI0003892,O001307,P0037,7,16100
OI0003893,O001308,P0023,4,25600
OI0003894,O001308,P0008,5,16800
OI0003895,O001308,P0055,7,22400
OI0003896,O001308,P0004,1,26300
OI0003897,O001308,P0011,3,7300
OI0003898,O001309,P0012,1,12600
OI0003899,O001309,P0012,3,12600
OI0003900,O001309,P0026,3,14600
OI0003901,O001309,P0073,7,23100
OI0003902,O001310,P0084,5,8800
OI0003903,O001311,P0095,7,19500
OI0003904,O001311,P0056,6,7200
OI0003905,O001311,P0029,5,30000
OI0003906,O001311,P0040,7,20900
OI0003907,O001312,P0057,7,8900
OI0003908,O001312,P0029,5,30000
OI0003909,O001313,P0043,4,20300
OI0003910,O001314,P0094,5,19100
OI0003911,O001314,P0063,3,7300
OI0003912,O001315,P0011,8,7300
OI0003913,O001315,P0053,3,14700
OI0003914,O001315,P0021,6,18100
OI0003915,O001315,P0097,2,27000
OI0003916,O001316,P0051,8,13700
OI0003917,O001316,P0001,7,12300
OI0003918,O001317,P0090,7,14800
OI0003919,O001317,P0020,3,9600
OI0003920,O001317,P0036,2,19800
OI0003921,O001318,P0066,5,8800
OI0003922,O001318,P0080,5,12300
OI0003923,O001318,P0061,8,5300
OI0003924,O001318,P0011,3,7300
OI0003925,O001319,P0002,1,18800
OI0003926,O001319,P0053,2,14700
OI0003927,O001319,P0066,5,8800
OI0003928,O001320,P0019,3,21400
OI0003929,O001320,P0031,6,6900
